SA1_CODE_2021,Tot_Tot,Negative_Nil_income_Tot,HI_1500_1749_Tot,HI_2000_2499_Tot
12302170613,101,3,7,10
12302170614,114,10,3,6
12302170615,203,3,16,29
12302170616,184,7,9,22
12302170617,129,3,9,26
12302170618,231,9,22,36
12302170619,89,0,4,9
12302170620,125,0,15,18
12302170621,165,8,11,19
12302170622,59,0,0,4
12302170623,0,0,0,0
12302170624,159,5,3,26
12302170625,157,3,8,5
12302170626,139,3,5,25
12302170627,129,4,3,21
12302170628,153,4,8,14
12302170629,128,0,4,14
12302170630,115,0,8,12
12302170631,127,0,0,3
12302170632,179,0,19,34
12302170633,160,3,9,11
12303144501,130,7,12,3
12303144502,143,0,0,5
12303144503,218,0,13,34
12303144504,101,6,5,9
12303144505,132,3,9,14
12303144506,219,0,17,21
12303144507,78,0,0,6
12303144508,48,0,0,6
12303144509,66,4,0,7
12303144510,139,0,14,35
12303144511,145,4,0,15
12303144512,235,3,20,23
12303144513,115,0,12,15
12303144514,107,4,11,13
12303144515,102,0,5,11
12303144601,172,0,7,9
12303144602,130,5,5,7
12303144603,126,4,0,9
12303144604,149,3,12,31
12303144605,150,6,13,19
12303144606,207,0,11,25
12303144607,73,0,3,18
12303144608,93,0,0,12
12303144610,81,0,10,11
12303144611,71,0,0,13
12303144613,83,3,5,6
12303144614,261,7,6,24
12303144615,149,0,3,19
12303144616,82,0,0,16
12303144618,71,4,0,5
12303144619,133,0,9,13
12303144620,141,0,5,14
12303144621,136,0,6,24
12303144622,108,0,8,15
12303144623,179,0,5,26
12303144624,103,0,0,10
12303144625,157,3,3,5
12303144626,135,4,0,17
12303144627,110,0,3,10
12303144628,25,0,0,6
12303144629,116,0,5,14
12303144630,90,3,4,9
12303144701,69,0,3,7
12303144702,87,0,4,9
12303144703,136,0,8,11
12303144704,95,0,4,11
12303144705,195,0,16,27
12303144706,121,3,10,15
12303144707,191,3,11,30
12303144708,100,4,7,11
12303144709,113,0,11,14
12303144710,120,0,6,12
12303144712,134,8,5,4
12303144713,146,0,7,12
12303144714,162,3,14,17
12303144715,145,0,7,13
12303144716,30,0,0,0
12303144717,100,3,9,9
12303144718,105,0,0,11
12303144719,91,0,0,11
12303144720,142,0,5,9
12303144721,149,8,9,22
12303144722,178,7,11,24
12303144723,242,8,6,29
12303144724,110,0,4,5
12303144725,120,0,3,20
12303144726,185,7,15,22
12303144727,165,0,7,30
12303144728,168,0,6,18
12303144730,235,3,13,36
12303144731,166,0,10,28
12303144732,0,0,0,0
12303144733,188,4,8,23
12303144734,148,0,7,29
12303144735,142,0,5,20
12303144736,109,4,4,10
12303144738,222,4,15,24
12303144739,153,0,7,14
12303144740,144,0,11,19
12303144741,165,0,8,17
12303144742,84,0,3,15
12303144743,93,0,4,15
12303144744,124,3,0,0
12303144745,139,0,11,21
12303144746,201,0,11,15
12303144747,181,4,10,33
12303144748,145,0,3,22
12303144749,167,4,14,25
12303144750,74,0,0,8
12303144751,91,0,4,14
12303144801,96,4,9,14
12303144802,97,0,0,20
12303144803,81,0,4,12
12303144804,75,5,0,10
12303144805,170,0,8,28
12303144806,72,0,5,6
12303144807,93,0,0,11
12303144809,147,5,5,22
12303144810,167,0,3,18
12303144811,203,3,9,22
12303144812,52,0,6,12
12303144813,96,4,5,14
12303144814,170,5,6,15
12303144815,72,0,3,5
12303144816,107,0,9,11
12303144817,96,0,5,10
12303144818,124,0,12,11
12303144819,155,3,5,13
12303144820,139,0,12,16
12303144821,113,0,7,13
12303144822,142,3,3,18
12303144823,153,0,12,16
12303144824,114,0,7,10
12303144825,144,3,9,13
12303144826,86,5,0,11
12401144901,144,4,7,14
12401144902,184,3,14,26
12401144903,172,3,7,16
12401144904,246,5,20,33
12401144905,166,3,5,20
12401144906,138,4,10,12
12401144907,215,3,18,24
12401144908,27,0,3,0
12401144909,177,3,7,21
12401144910,247,9,15,27
12401144911,93,0,7,11
12401144912,203,0,8,27
12401144913,226,3,16,16
12401144914,115,3,7,10
12401144915,244,7,18,21
12401145001,84,0,3,13
12401145002,89,0,10,11
12401145003,120,0,8,7
12401145004,102,4,5,10
12401145005,182,0,6,21
12401145006,56,0,0,7
12401145007,123,0,11,13
12401145008,127,0,6,17
12401145009,167,3,8,11
12401145010,190,5,5,22
12401145011,124,0,0,9
12401145012,192,4,8,21
12401145013,90,0,8,16
12401145014,87,0,5,12
12401145015,142,0,3,20
12401145016,186,0,7,18
12401145017,148,5,3,14
12401145018,115,0,5,19
12401145019,168,0,12,21
12401145020,142,0,8,15
12401145021,0,0,0,0
12401145022,127,0,9,13
12401145023,197,0,8,24
12401145024,163,3,8,14
12401145025,181,0,9,23
12401145026,95,0,0,3
12401145027,219,0,10,23
12401145028,111,0,3,15
12401145029,148,0,13,15
12401145030,159,0,12,15
12401145031,137,0,5,11
12401145032,108,5,7,18
12401145033,206,0,11,26
12401145034,135,0,12,18
12401145035,0,0,0,0
12401145036,129,0,0,6
12401145037,190,3,10,25
12401145038,182,0,8,28
12401145039,0,0,0,0
12401145040,115,0,5,14
12401145041,258,4,22,34
12401145042,123,0,5,11
12401145043,88,0,3,5
12401145044,152,0,7,15
12401145045,154,3,10,16
12401145046,143,0,8,22
12401145047,126,0,3,15
12401145048,173,0,9,22
12401145049,124,0,8,24
12401145050,74,0,3,8
12401145051,98,0,6,13
12401145101,3,0,0,0
12401145201,140,5,9,10
12401145202,192,6,9,22
12401145203,146,3,7,22
12401145204,143,3,9,18
12401145205,189,0,11,18
12401145206,135,6,7,7
12401145207,187,0,11,13
12401145208,188,4,8,12
12401145209,123,7,3,20
12401145210,152,0,9,21
12401145211,196,8,7,11
12401145212,280,9,13,22
12401145213,216,9,8,19
12401145214,98,4,6,12
12401145215,6,0,0,0
12401145216,163,4,9,11
12401145217,171,3,14,14
12401145218,144,0,6,16
12401145219,160,4,5,14
12401145220,142,0,8,19
12401145221,112,3,10,11
12401145222,8,0,0,0
12401145223,327,4,19,34
12401145224,239,6,10,22
12401145225,152,3,12,18
12401145226,127,3,8,4
12401145227,172,7,8,14
12401145228,264,9,7,30
12401145229,112,0,14,5
12401145230,175,0,3,15
12401145231,238,4,4,29
12401145232,248,12,15,29
12401145233,165,3,9,17
12401145234,114,0,8,3
12401145235,93,0,3,3
12401145236,188,8,5,23
12401145237,141,0,12,7
12401145301,7,0,0,0
12401145302,157,4,6,18
12401145303,156,0,9,25
12401145304,128,3,3,21
12401145305,214,0,14,22
12401145306,245,3,16,30
12401145307,268,0,20,23
12401145308,111,0,6,19
12401145309,164,0,8,24
12401145310,203,0,14,25
12401145311,211,5,20,29
12401145312,184,0,6,30
12401145313,121,4,12,22
12401145314,120,3,5,6
12401145315,98,0,6,15
12401145316,213,0,13,21
12401145317,4,0,0,0
12401145318,216,4,10,34
12401145319,136,0,9,15
12401145320,155,0,10,16
12401145321,235,7,20,27
12401145322,104,0,7,19
12401145323,151,0,9,15
12401145324,189,0,11,26
12401145325,88,0,5,10
12401145326,192,0,11,23
12401145327,217,8,15,24
12401145328,123,0,11,15
12401145401,180,0,12,23
12401145402,180,0,5,28
12401145403,113,3,3,10
12401145404,206,0,7,23
12401145405,199,4,9,22
12401145406,159,0,13,27
12401145407,175,4,4,24
12401145408,126,0,8,9
12401145409,192,3,17,28
12401145410,122,0,10,13
12401145411,172,0,11,23
12401145412,177,0,6,19
12401145413,135,3,7,15
12401145414,193,0,11,24
12401145415,241,5,17,18
12401145416,137,0,12,9
12401145417,141,0,9,14
12401145418,179,0,5,18
12401145419,159,0,8,18
12401145420,139,3,12,14
12401145421,173,3,9,14
12401145422,187,3,7,18
12401145423,217,3,19,24
12401145424,201,0,11,25
12401145425,131,0,5,18
12401145426,140,0,7,21
12401145427,124,4,6,12
12401145428,128,0,0,15
12401145429,125,0,8,14
12401145430,179,0,7,19
12401145431,125,0,9,15
12401145432,174,0,8,21
12401145433,206,0,12,14
12401145434,158,5,6,7
12401145435,162,0,7,28
12401145436,153,3,9,27
12401145437,185,0,7,23
12401145438,121,0,6,9
12401145439,112,0,10,9
12401145440,176,4,9,34
12401145441,129,0,10,21
12401145442,145,0,3,12
12401145443,115,0,8,19
12401145444,146,3,8,15
12401145445,178,4,10,24
12401145446,181,0,16,26
12401145447,219,6,4,23
12401145448,127,0,3,17
12401145449,112,0,7,15
12401145450,146,0,9,14
12401145451,106,0,3,6
12401145501,214,4,8,21
12401145502,111,0,0,10
12401145503,201,3,21,23
12401145504,131,0,6,17
12401145505,151,0,4,15
12401145506,288,3,12,24
12401145507,215,5,15,11
12401145508,217,0,14,17
12401145509,138,4,9,9
12401145510,93,0,0,13
12401145511,164,3,7,27
12401145512,138,0,6,17
12401145513,168,0,8,15
12401145514,156,3,4,14
12401145515,202,0,12,19
12402145601,4,0,0,0
12403145701,108,3,3,15
12403145702,155,3,7,28
12403145703,145,0,9,20
12403145704,179,3,10,19
12403145705,153,0,6,16
12403145706,79,0,7,12
12403145707,99,0,11,10
12403145708,106,3,4,15
12403145709,144,3,17,21
12403145710,114,0,6,16
12403145711,169,0,9,26
12403145712,226,3,16,27
12403145713,183,5,11,27
12403145714,85,3,0,10
12403145715,210,11,21,23
12403145716,132,5,9,19
12403145717,217,4,16,18
12403145718,255,5,18,34
12403145719,98,0,14,9
12403145720,130,0,10,14
12403145721,189,0,9,27
12403145722,94,0,0,12
12403145723,149,4,9,20
12403145724,124,5,9,18
12403145725,115,0,0,10
12403145726,72,4,10,6
12403145727,97,4,3,20
12403145728,94,0,8,19
12403145729,117,0,5,19
12403145730,112,3,7,18
12403145731,75,0,6,17
12403145732,150,0,11,20
12403145733,138,8,6,16
12403145734,150,3,9,22
12403145735,69,0,9,16
12403145736,82,0,3,14
12403145737,151,5,7,22
12403145738,156,0,7,28
12403145739,118,3,10,21
12403145740,175,0,9,27
12403145741,99,0,8,13
12403145901,132,0,7,12
12403145902,209,3,10,21
12403145903,104,0,0,7
12403145904,195,3,18,16
12403145905,169,4,4,20
12403145906,191,0,9,13
12403145907,138,0,8,18
12403145908,104,0,3,8
12403145909,168,8,8,18
12403145910,211,0,13,19
12403145911,97,0,5,9
12403145912,164,5,7,9
12403145913,211,0,10,25
12403145914,86,0,3,8
12403145915,207,0,7,32
12403145916,74,0,3,15
12403145917,142,0,7,16
12403145918,136,0,7,20
12403145919,77,3,0,8
12403145920,117,0,0,19
12403145921,90,0,3,10
12403145922,147,0,4,16
12403145923,138,0,5,19
12403145924,128,6,5,6
12403145925,133,0,3,18
12403145926,116,0,7,9
12403145927,154,0,11,14
12403145928,264,4,13,28
12403145929,163,4,7,15
12403145930,115,3,4,10
12403145931,155,5,3,9
12403145932,96,0,3,0
12403145933,186,5,10,27
12403145934,130,0,10,24
12403146001,104,0,5,9
12403146002,123,0,4,14
12403146003,94,0,8,14
12403146004,92,0,14,17
12403146005,157,0,8,34
12403146006,57,0,0,0
12403146007,88,3,3,14
12403146008,136,0,14,16
12403146009,119,0,8,11
12403146010,148,7,10,28
12403146011,100,3,5,15
12403146012,177,7,7,25
12403146013,129,3,8,21
12403146014,171,6,9,32
12403146015,192,3,15,28
12403146016,190,0,17,35
12403146017,0,0,0,0
12403146018,148,5,7,22
12403146019,221,4,8,22
12403146020,142,0,3,23
12403146021,179,0,8,34
12403146022,155,7,8,8
12403146023,116,0,10,18
12403146024,170,0,7,24
12403146025,78,0,3,11
12403146026,183,4,12,34
12403146027,168,3,6,23
12403146028,151,3,14,20
12403146029,132,6,13,21
12403146030,85,0,6,8
12403146031,156,0,6,24
12403146032,75,0,3,11
12403146033,109,0,4,16
12403146034,134,0,5,21
12403146035,320,0,15,21
12403146036,148,0,9,21
12403146037,90,0,4,21
12403146038,113,0,8,9
12403146039,99,0,4,8
12403146040,96,0,3,5
12403146041,120,0,5,12
12403146042,150,0,8,17
12403146043,218,0,15,34
12403146044,163,3,5,19
12403146045,159,3,13,22
12403146046,105,0,9,16
12403146047,187,5,11,20
12403146048,151,0,7,24
12403146049,105,0,4,11
12403146101,115,0,6,10
12403146102,109,0,7,13
12403146103,210,3,12,25
12403146104,109,4,8,11
12403146105,119,0,3,18
12403146106,209,5,13,33
12403146107,99,6,5,10
12403146108,98,0,6,8
12403146109,149,8,12,26
12403146110,163,0,14,17
12403146111,101,0,11,8
12403146112,183,3,0,23
12403146113,148,0,3,21
12403146114,110,0,7,16
12403146115,136,0,9,16
12403146116,168,4,15,17
12403146117,237,3,19,33
12403146118,163,0,0,32
12403146119,199,0,18,26
12403146120,238,3,14,37
12403146121,209,4,8,29
12403146122,64,0,4,8
12403146123,110,4,7,17
12403146124,113,0,4,26
12403146125,109,0,10,16
12403146126,147,4,9,14
12403146127,219,3,9,35
12403146128,123,0,7,18
12403146129,205,6,8,19
12403146130,131,4,8,19
12403146131,136,3,10,21
12403146132,108,0,8,17
12403146133,3,0,0,0
12403146134,179,7,11,22
12403146135,82,3,9,10
12403146136,302,7,29,21
12403146137,343,3,42,50
12403146138,194,0,19,33
12403146139,208,3,9,29
12403146140,160,5,0,3
12403146141,205,0,15,32
12403146203,169,0,12,25
12403146204,197,0,10,29
12403146205,171,6,13,20
12403146206,312,5,11,30
12403146207,252,9,23,27
12403146208,165,0,11,11
12403146209,138,0,9,16
12403146210,86,3,6,13
12403146212,71,0,6,5
12403146213,123,0,7,18
12403146214,314,3,19,48
12403146215,0,0,0,0
12403146217,146,0,18,18
12403146218,155,0,10,22
12403146220,95,3,0,11
12403146221,82,0,0,10
12403146223,244,4,12,38
12403146226,101,4,10,16
12403146227,193,8,13,12
12403146228,219,3,22,39
12403146229,143,0,9,28
12403146230,86,0,7,15
12403146231,151,4,15,14
12403146232,55,0,5,5
12403146233,155,0,15,22
12403146234,129,3,9,19
12403146235,163,0,11,22
12403146236,196,3,12,26
12403146237,163,6,12,21
12403146238,136,5,8,19
12403146239,246,0,22,27
12403146240,110,0,7,14
12403146241,154,0,4,26
12403146242,62,0,4,8
12403146243,157,0,18,12
12403146244,273,6,28,33
12403146245,155,3,9,13
12403146247,126,0,3,26
12403146248,189,0,15,16
12403146249,125,0,12,24
12403146250,245,3,12,37
12403146251,158,6,6,0
12403146252,164,0,6,23
12403146253,0,0,0,0
12403146254,209,7,23,27
12403146255,170,0,5,25
12403146256,240,3,12,29
12403146257,139,4,10,16
12403146258,155,0,10,22
12403146259,3,0,0,0
12403146260,216,4,15,27
12403146261,139,0,8,21
12403146262,211,6,19,30
12403146263,217,3,20,27
12403146301,61,0,3,6
12403146302,86,0,3,6
12403146303,142,0,10,20
12403146305,120,0,4,10
12403146306,100,0,14,12
12403146307,146,5,9,20
12403146310,104,0,9,10
12403146311,81,0,3,16
12403146312,123,0,5,16
12403146313,85,3,4,3
12403146314,90,4,4,0
12403146315,128,0,3,8
12403146316,66,0,3,0
12403146317,58,0,0,3
12403146318,148,0,7,12
12403146319,103,3,4,12
12403146320,72,0,7,3
12403146321,25,0,0,3
12403146322,130,0,11,20
12403146323,140,0,0,6
12403146324,81,0,0,3
12403146325,153,3,4,14
12403146326,156,4,3,23
12403146327,170,0,11,27
12403146328,219,0,7,24
12403146329,101,4,0,8
12403146330,86,7,6,8
12403146331,158,0,8,23
12403146332,85,0,3,7
12403146333,197,3,7,24
12403146334,128,0,0,17
12403146401,152,0,12,20
12403146402,127,3,5,15
12403146403,186,0,12,20
12403146404,207,4,8,7
12403146405,333,9,29,30
12403146406,185,4,11,10
12403146407,176,7,10,20
12403146408,201,0,16,17
12403146409,193,3,11,23
12403146410,105,5,10,5
12403146411,145,6,9,25
12403146412,155,0,7,14
12403146413,159,9,9,12
12403146414,335,0,24,26
12403146416,139,3,12,23
12403146417,183,3,17,27
12403146418,168,3,7,23
12403146419,263,10,23,35
12403146420,240,0,15,31
12403146421,188,5,16,12
12403146422,82,0,4,8
12403146423,309,5,27,50
12403146424,346,8,16,20
12403146425,290,7,26,52
12403146426,26,0,3,6
12403146427,4,0,0,0
12403146429,157,3,10,19
12403146430,220,12,19,24
12403146431,185,0,13,23
12403146432,234,0,13,24
12403146433,184,6,8,8
12403146434,173,0,15,39
12403146435,228,0,19,30
12403146436,210,3,19,35
12403146437,302,8,32,36
12403146438,186,0,15,26
12403146439,224,4,14,25
12403146440,331,5,49,59
12403146441,103,0,4,16
12403146442,191,0,8,30
12403146501,194,0,21,24
12403146502,0,0,0,0
12403146504,208,0,11,21
12403146505,110,3,4,6
12403146507,158,0,13,15
12403146508,105,0,3,7
12403146509,66,0,0,10
12403146510,130,0,8,23
12403146511,195,4,21,23
12403146512,136,6,11,15
12403146514,114,4,6,16
12403146515,90,0,5,12
12403146516,99,4,5,13
12403146517,48,0,0,5
12403146518,82,0,4,4
12403146519,0,0,0,0
12403146520,149,0,4,15
12403170701,104,0,11,15
12403170702,185,6,13,22
12403170703,96,5,7,20
12403170704,94,0,10,16
12403170705,159,4,8,27
12403170706,127,0,6,3
12403170707,163,0,10,25
12403170708,147,0,3,21
12403170709,130,7,11,14
12403170710,120,0,7,19
12403170711,161,0,4,21
12403170712,114,0,3,18
12403170713,93,3,5,14
12403170714,82,0,8,16
12403170715,94,0,3,6
12403170716,107,0,8,29
12403170717,141,0,12,11
12403170718,92,3,4,9
12403170719,103,0,10,15
12403170720,63,0,3,11
12403170721,85,0,5,8
12403170722,150,3,9,27
12403170723,73,0,0,9
12403170724,144,0,7,16
12403170725,131,0,8,18
12403170726,154,3,12,29
12403170727,96,0,9,9
12403170728,73,3,0,16
12403170729,85,0,11,8
12403170730,170,6,7,16
12403170731,77,0,0,7
12403170732,110,3,0,3
12403170733,126,5,3,14
12403170734,113,0,0,13
12403170735,172,6,12,34
12403170736,98,0,5,18
12403170737,83,0,3,9
12403170738,119,0,11,16
12403170739,142,5,8,26
12403170740,6,0,0,0
12403170741,115,0,10,20
12403170742,63,0,0,17
12403170743,99,0,4,12
12403170744,141,4,3,25
12403170745,138,0,7,16
12403170746,226,4,10,32
12403170747,125,0,4,13
12403170801,118,3,0,13
12403170802,100,0,4,7
12403170803,109,0,8,20
12403170804,153,4,4,16
12403170805,109,6,3,9
12403170806,109,3,3,11
12403170807,198,0,8,33
12403170808,143,0,7,30
12403170809,121,0,3,26
12403170810,134,0,0,32
12403170811,113,3,0,16
12403170812,209,0,13,39
12403170813,138,8,5,10
12403170814,174,0,3,32
12403170815,190,3,5,34
12403170816,126,0,7,23
12403170817,138,0,6,18
12403170818,112,0,7,20
12403170819,95,0,8,13
12403170820,73,0,0,14
12403170821,174,0,7,32
12403170822,146,0,10,23
12403170823,176,0,7,28
12403170824,154,0,11,26
12403170825,329,3,21,52
12403170826,231,8,10,39
12403170827,155,0,8,34
12403170828,0,0,0,0
12404146601,199,4,15,22
12404146602,62,0,7,8
12404146603,144,3,3,11
12404146604,175,0,11,25
12404146605,160,4,11,25
12404146606,8,0,0,0
12404146607,35,0,0,0
12404146608,84,3,6,11
12404146609,234,0,20,20
12404146610,163,0,14,8
12404146611,150,5,7,25
12404146612,157,0,12,15
12404146613,179,3,11,27
12404146614,204,9,16,26
12404146615,161,0,9,18
12404146616,192,4,16,17
12404146617,212,4,13,34
12404146618,130,0,9,3
12404146619,236,4,8,29
12404146620,235,8,17,19
12404146621,173,7,5,22
12404146622,110,0,5,12
12404146623,233,5,19,24
12404146624,88,0,5,18
12404146626,126,4,14,20
12404146627,237,3,18,26
12404146628,190,5,11,19
12404146629,187,6,15,14
12404146630,150,0,13,12
12404146631,111,0,3,12
12404146632,119,0,6,13
12404146633,210,3,15,19
12404146634,128,0,5,17
12404146635,204,3,14,29
12404146636,156,7,3,10
12404146637,123,0,5,21
12404146638,111,0,0,14
12404146701,6,0,0,0
12404146702,145,0,11,24
12404146703,157,0,7,9
12404146704,106,0,6,8
12404146705,0,0,0,0
12404146706,0,0,0,0
12404146707,155,0,7,22
12404146708,4,0,0,0
12404146709,101,0,3,5
12404146710,158,6,11,21
12404146711,130,3,7,14
12404146712,127,7,7,10
12404146713,94,3,7,19
12404146714,125,0,6,20
12404146715,170,0,14,29
12404146716,147,0,6,24
12404146717,105,3,8,12
12404146718,179,0,8,23
12404146719,73,0,8,12
12404146720,80,0,5,9
12404146721,148,4,9,12
12404146722,121,3,3,17
12404146723,80,0,9,10
12404146724,139,0,15,20
12404146725,201,3,12,27
12404146726,166,0,9,15
12404146727,144,0,7,20
12404146728,102,0,8,12
12404146729,72,0,4,15
12404146730,154,3,8,20
12404146731,124,3,5,17
12404146732,79,0,6,6
12404146733,127,0,9,18
12404146734,133,0,9,14
12404146735,133,0,7,14
12404146736,132,0,9,21
12404146737,128,4,5,18
12404146738,177,6,8,26
12404146739,183,0,15,31
12404146740,143,0,6,21
12404146741,186,0,13,37
12404146742,160,0,11,23
12404146743,96,0,3,9
12404146744,189,5,12,38
12404146745,130,4,11,12
12404146801,150,0,3,25
12404146802,143,0,0,7
12404146803,157,6,14,12
12404146804,75,0,0,4
12404146805,114,3,7,12
12404146806,52,0,3,3
12404146807,127,0,9,14
12404146808,0,0,0,0
12404146809,0,0,0,0
12404146810,69,0,0,11
12404146811,114,4,5,10
12404146812,64,4,4,5
12404146813,86,4,4,8
12404146814,75,5,9,9
12404146815,113,0,6,9
12404146816,112,0,0,8
12404146817,114,0,0,12
12404146818,122,0,0,10
12404146819,138,4,7,15
12405146901,151,4,13,19
12405146902,139,0,12,19
12405146903,92,0,9,16
12405146904,78,5,0,13
12405146905,90,5,14,16
12405146906,131,0,7,14
12405146907,0,0,0,0
12405146908,0,0,0,0
12405146909,138,0,0,18
12405146910,54,3,5,4
12405146911,154,4,7,19
12405146912,89,0,5,12
12405146913,100,0,7,13
12405146914,78,0,5,14
12405146915,127,0,6,24
12405146916,122,4,5,16
12405146917,54,0,4,11
12405146918,124,4,4,20
12405146919,130,0,6,17
12405146920,123,0,9,16
12405147001,123,5,9,13
12405147002,119,0,3,25
12405147003,191,3,12,15
12405147004,120,3,8,19
12405147005,175,0,6,23
12405147006,210,0,14,30
12405147007,220,8,13,26
12405147008,164,8,5,23
12405147009,141,0,8,28
12405147010,193,0,12,27
12405147011,135,0,7,16
12405147012,147,6,6,20
12405147013,211,4,14,22
12405147014,83,0,0,17
12405147015,141,0,12,23
12405147016,154,0,11,29
12405147017,173,0,18,34
12405147018,108,0,9,19
12405147019,165,4,17,16
12405147020,163,5,0,24
12405147021,151,3,8,20
12405147022,124,3,11,13
12405147023,174,0,16,36
12405147024,199,3,7,32
12405147026,147,3,11,18
12405147027,94,0,3,17
12405147028,105,4,17,8
12405147029,130,0,8,17
12405147030,155,6,12,21
12405147031,113,4,8,15
12405147032,171,0,9,23
12405147033,111,0,0,20
12405147034,142,4,5,18
12405147035,122,3,8,18
12405147036,153,0,7,22
12405147037,133,0,5,15
12405147038,102,0,4,15
12405147039,127,4,6,16
12405147040,136,3,9,10
12405147042,107,3,7,18
12405147043,111,3,11,14
12405147044,112,6,7,13
12405147045,115,5,3,12
12405147046,108,0,4,14
12405147047,29,0,5,3
12405158001,188,5,14,34
12405158002,284,6,16,37
12405158003,136,5,4,13
12405158004,364,5,29,76
12405158005,222,5,18,24
12405158006,344,4,24,45
12405158007,201,5,15,28
12405158008,212,8,12,25
12405158009,139,9,4,17
12405158010,170,5,16,20
12405158011,155,3,10,14
12405158012,162,0,14,24
12405158013,168,0,8,16
12405158014,203,4,13,28
12405158015,180,5,16,20
12405158016,205,11,10,34
12405158017,197,0,11,27
12405158018,99,6,3,13
12405158019,161,4,6,21
12405158020,127,0,7,13
12405158021,190,0,19,25
12405158022,169,7,13,18
12405158101,198,5,13,29
12405158102,261,3,18,22
12405158103,206,7,10,21
12405158105,242,4,28,43
12405158109,273,0,15,25
12405158110,178,0,14,24
12405158111,246,9,22,46
12405158112,184,4,21,24
12405158113,173,6,14,31
12405158114,103,3,16,7
12405158115,5,0,0,0
12405158116,5,0,0,0
12405158117,177,3,17,12
12405158118,185,3,11,29
12405158119,166,6,11,7
12405158120,159,3,7,25
12405158121,0,0,0,0
12405158122,206,3,21,18
12405158123,132,9,4,16
12405158124,175,6,7,17
12405158125,169,6,11,18
12405158126,165,7,15,10
12405158127,151,4,16,13
12405158128,179,4,7,12
12405158129,98,0,9,7
12405158130,143,5,11,18
12405158131,104,5,5,16
12405158132,141,6,7,17
12405158133,170,5,17,13
12405158134,202,5,13,30
12405158135,0,0,0,0
12405158136,130,0,7,20
12405158137,208,3,7,18
12405158138,130,3,16,10
12405158139,128,0,13,9
12405158140,91,3,4,9
12405158141,188,9,16,30
12405158142,141,4,10,9
12405158143,168,0,13,16
12405158144,118,3,8,18
12501147501,4,0,0,0
12501158201,146,4,6,17
12501158202,339,8,20,46
12501158203,0,0,0,0
12501158204,298,5,22,50
12501158205,144,9,10,14
12501158206,167,4,14,19
12501158207,119,0,9,10
12501158209,135,5,11,12
12501158210,106,5,5,8
12501158211,133,5,4,15
12501158212,170,6,5,14
12501158213,103,3,4,11
12501158214,97,6,9,9
12501158215,150,14,8,15
12501158216,94,3,6,6
12501158217,147,11,8,8
12501158218,93,4,7,10
12501158219,180,12,0,11
12501158221,93,8,5,5
12501158222,144,3,9,18
12501158223,141,3,11,17
12501158224,144,5,8,15
12501158225,115,4,7,16
12501158226,134,0,4,17
12501158227,63,0,6,10
12501158228,165,3,9,14
12501158229,119,8,6,9
12501158230,116,11,3,9
12501158231,111,4,11,12
12501158232,109,5,3,15
12501158233,138,0,9,9
12501158234,204,3,10,38
12501158235,127,5,7,10
12501158236,0,0,0,0
12501158237,167,5,4,25
12501158238,225,3,17,33
12501158239,176,5,7,28
12501158240,144,6,0,22
12501158301,167,3,13,18
12501158302,88,5,4,11
12501158303,32,0,0,3
12501158304,106,3,13,10
12501158305,116,4,15,8
12501158306,245,7,16,37
12501158307,288,11,20,35
12501158308,195,3,10,26
12501158309,155,11,8,20
12501158310,69,0,7,0
12501158311,170,5,21,16
12501158312,212,7,10,25
12501158313,238,13,23,39
12501158314,0,0,0,0
12501158315,153,3,10,11
12501158316,123,3,12,9
12501158317,136,0,14,11
12501158318,0,0,0,0
12501158319,178,5,8,35
12501158320,189,6,11,11
12501158321,100,0,6,13
12501158322,98,4,6,17
12501158323,76,5,0,9
12501158324,12,0,0,0
12501158325,121,3,4,13
12501158326,101,4,3,6
12501158401,157,3,12,24
12501158402,242,0,14,29
12501158403,160,4,4,16
12501158404,182,5,9,10
12501158405,133,0,12,22
12501158406,83,3,6,10
12501158407,89,0,7,7
12501158408,141,0,5,15
12501158409,150,0,7,13
12501158410,83,0,4,9
12501158411,172,11,11,11
12501158412,86,4,5,0
12501158413,102,6,4,8
12501158414,103,0,0,14
12501158415,0,0,0,0
12501158416,134,3,7,9
12501158417,150,6,7,20
12501158418,112,5,0,7
12501158419,0,0,0,0
12501158501,79,0,7,8
12501158502,103,4,6,3
12501158503,86,0,7,9
12501158504,171,0,11,18
12501158505,142,9,7,15
12501158506,138,7,0,25
12501158507,156,8,15,14
12501158508,100,4,3,18
12501158509,185,6,10,23
12501158510,0,0,0,0
12501158511,56,3,5,15
12501158512,128,0,10,14
12501158513,105,6,4,3
12501158514,134,8,8,8
12501158515,99,0,4,16
12501158516,129,0,11,13
12501158517,123,3,3,19
12501158518,109,3,7,16
12501158519,101,3,4,16
12501158520,113,0,5,9
12501158521,104,5,0,7
12501158522,95,0,9,7
12501158523,132,8,4,13
12501158524,110,3,11,12
12501158601,201,3,11,32
12501158602,115,5,5,7
12501158604,156,0,11,6
12501158605,235,8,17,38
12501158606,191,4,20,22
12501158607,0,0,0,0
12501158608,116,6,3,10
12501158609,121,0,12,16
12501158612,94,5,4,8
12501158613,84,0,4,6
12501158614,205,6,11,12
12501158615,134,3,3,13
12501158616,119,0,5,21
12501158617,99,7,4,5
12501158618,103,4,9,9
12501158619,105,3,6,12
12501158620,182,6,11,26
12501158621,115,3,8,12
12501158622,175,6,10,15
